# Scriven-Struct-75-noFrontGrad, last segment (cols: time surface volume rad_volume [rad_front])
0.10000000E-05    0.31210879E-07    0.52468635E-12    0.50034595E-04    0.49784832E-04
0.20000000E-05    0.31293288E-07    0.52665578E-12    0.50097119E-04    0.49850305E-04
0.30000000E-05    0.31374790E-07    0.52860477E-12    0.50158840E-04    0.49914431E-04
0.40000000E-05    0.31460132E-07    0.53064279E-12    0.50223220E-04    0.49982235E-04
0.50000000E-05    0.31545561E-07    0.53268258E-12    0.50287490E-04    0.50050471E-04
0.60000000E-05    0.31631028E-07    0.53472750E-12    0.50351758E-04    0.50117892E-04
0.70000000E-05    0.31716838E-07    0.53678095E-12    0.50416129E-04    0.50186169E-04
0.80000000E-05    0.31802728E-07    0.53883858E-12    0.50480466E-04    0.50253781E-04
0.90000000E-05    0.31888296E-07    0.54088970E-12    0.50544437E-04    0.50320931E-04
0.10000000E-04    0.31973709E-07    0.54294060E-12    0.50608240E-04    0.50388129E-04
0.11000000E-04    0.32058305E-07    0.54497849E-12    0.50671479E-04    0.50454657E-04
0.12000000E-04    0.32143766E-07    0.54703603E-12    0.50735168E-04    0.50521916E-04
0.13000000E-04    0.32229510E-07    0.54910323E-12    0.50798996E-04    0.50589303E-04
0.14000000E-04    0.32315630E-07    0.55118252E-12    0.50863036E-04    0.50656897E-04
0.15000000E-04    0.32402047E-07    0.55326966E-12    0.50927155E-04    0.50724586E-04
0.16000000E-04    0.32488916E-07    0.55536909E-12    0.50991489E-04    0.50792308E-04
0.17000000E-04    0.32575439E-07    0.55745804E-12    0.51055342E-04    0.50859179E-04
0.18000000E-04    0.32661559E-07    0.55953618E-12    0.51118706E-04    0.50926261E-04
0.19000000E-04    0.32748010E-07    0.56161945E-12    0.51182070E-04    0.50993605E-04
0.20000000E-04    0.32834685E-07    0.56370777E-12    0.51245430E-04    0.51061044E-04
0.21000000E-04    0.32920809E-07    0.56578519E-12    0.51308304E-04    0.51128584E-04
0.22000000E-04    0.33006915E-07    0.56785869E-12    0.51370906E-04    0.51195690E-04
0.23000000E-04    0.33092439E-07    0.56992022E-12    0.51432995E-04    0.51261799E-04
0.24000000E-04    0.33179089E-07    0.57200211E-12    0.51495547E-04    0.51329290E-04
0.25000000E-04    0.33266221E-07    0.57409220E-12    0.51558192E-04    0.51396666E-04
0.26000000E-04    0.33353814E-07    0.57618983E-12    0.51620911E-04    0.51465023E-04
0.27000000E-04    0.33441910E-07    0.57829689E-12    0.51683758E-04    0.51533035E-04
0.28000000E-04    0.33530173E-07    0.58040987E-12    0.51746628E-04    0.51601091E-04
0.29000000E-04    0.33619619E-07    0.58254840E-12    0.51810104E-04    0.51669307E-04
0.30000000E-04    0.33709313E-07    0.58469122E-12    0.51873552E-04    0.51738666E-04
0.31000000E-04    0.33798960E-07    0.58682835E-12    0.51936677E-04    0.51808163E-04
0.32000000E-04    0.33887966E-07    0.58895337E-12    0.51999292E-04    0.51875594E-04
0.33000000E-04    0.33976233E-07    0.59106561E-12    0.52061382E-04    0.51943344E-04
0.34000000E-04    0.34063862E-07    0.59316495E-12    0.52122946E-04    0.52011303E-04
0.35000000E-04    0.34151754E-07    0.59527289E-12    0.52184617E-04    0.52079160E-04
0.36000000E-04    0.34241268E-07    0.59742690E-12    0.52247485E-04    0.52147545E-04
0.37000000E-04    0.34330353E-07    0.59957033E-12    0.52309894E-04    0.52215656E-04
0.38000000E-04    0.34418981E-07    0.60170273E-12    0.52371835E-04    0.52283796E-04
0.39000000E-04    0.34507249E-07    0.60382389E-12    0.52433304E-04    0.52351522E-04
0.40000000E-04    0.34595921E-07    0.60595610E-12    0.52494949E-04    0.52418484E-04
0.41000000E-04    0.34683691E-07    0.60807566E-12    0.52556085E-04    0.52485484E-04
0.42000000E-04    0.34772109E-07    0.61021155E-12    0.52617548E-04    0.52552811E-04
0.43000000E-04    0.34860049E-07    0.61233383E-12    0.52678478E-04    0.52619652E-04
0.44000000E-04    0.34947540E-07    0.61444208E-12    0.52738865E-04    0.52686061E-04
0.45000000E-04    0.35034547E-07    0.61653604E-12    0.52798707E-04    0.52751519E-04
