# Poly-75, dt=2us, front-radius.dat (cols: time R_front R_area R_anal err_front err_area)
# Front radius analysis for old_run
# dt = 2.00e-06 s
# Columns: time[s]  R_front[m]  R_area[m]  R_anal[m]  err_front[%]  err_area[%]  n_elems  surface_area[m2]
3.60000000e-04    7.39413277e-05    7.43003291e-05    8.04825020e-05    8.1274    7.6814    5062    6.93731378e-08
3.80000000e-04    7.51391925e-05    7.55167815e-05    8.18437635e-05    8.1919    7.7306    5164    7.16633009e-08
4.00000000e-04    7.63276485e-05    7.67068179e-05    8.31827514e-05    8.2410    7.7852    5332    7.39397194e-08
4.20000000e-04    7.74935126e-05    7.78789267e-05    8.45005245e-05    8.2923    7.8362    5512    7.62166366e-08
4.40000000e-04    7.86555193e-05    7.90540146e-05    8.57980603e-05    8.3248    7.8604    5680    7.85340008e-08
4.60000000e-04    7.98151708e-05    8.02167945e-05    8.70762634e-05    8.3388    7.8775    5785    8.08612537e-08
4.80000000e-04    8.09625812e-05    8.13636503e-05    8.83359732e-05    8.3470    7.8930    6029    8.31899212e-08
5.00000000e-04    8.20886237e-05    8.24984557e-05    8.95779698e-05    8.3607    7.9032    6193    8.55266581e-08
5.20000000e-04    8.32125022e-05    8.36413500e-05    9.08029800e-05    8.3593    7.8870    6297    8.79127635e-08
5.40000000e-04    8.43356205e-05    8.47684369e-05    9.20116823e-05    8.3425    7.8721    6513    9.02980172e-08
5.60000000e-04    8.54459525e-05    8.58771222e-05    9.32047112e-05    8.3244    7.8618    6697    9.26754769e-08
5.80000000e-04    8.65465792e-05    8.69978222e-05    9.43826610e-05    8.3025    7.8244    6911    9.51100974e-08
6.00000000e-04    8.76356319e-05    8.80940307e-05    9.55460894e-05    8.2792    7.7994    7080    9.75220510e-08
6.20000000e-04    8.87211618e-05    8.91840001e-05    9.66955206e-05    8.2469    7.7682    7157    9.99502210e-08
6.40000000e-04    8.98051998e-05    9.02817383e-05    9.78314480e-05    8.2042    7.7171    7339    1.02425876e-07
6.60000000e-04    9.08793524e-05    9.13590217e-05    9.89543365e-05    8.1603    7.6756    7558    1.04884846e-07
6.80000000e-04    9.19366514e-05    9.24247219e-05    1.00064625e-04    8.1227    7.6350    7841    1.07346075e-07
7.00000000e-04    9.29916013e-05    9.34942901e-05    1.01162729e-04    8.0772    7.5803    7896    1.09844936e-07
7.20000000e-04    9.40520832e-05    9.45638476e-05    1.02249040e-04    8.0167    7.5162    8058    1.12372523e-07
7.40000000e-04    9.50974379e-05    9.56232569e-05    1.03323931e-04    7.9618    7.4529    8301    1.14904471e-07
7.60000000e-04    9.61336897e-05    9.66692565e-05    1.04387754e-04    7.9071    7.3941    8544    1.17432044e-07
7.80000000e-04    9.71686848e-05    9.77232249e-05    1.05440845e-04    7.8453    7.3194    8722    1.20006687e-07
8.00000000e-04    9.82004649e-05    9.87626406e-05    1.06483521e-04    7.7787    7.2508    8847    1.22573123e-07
8.20000000e-04    9.92211403e-05    9.97773984e-05    1.07516086e-04    7.7151    7.1977    9037    1.25104870e-07
8.40000000e-04    1.00234503e-04    1.00800238e-04    1.08538828e-04    7.6510    7.1298    9193    1.27682971e-07
8.60000000e-04    1.01246138e-04    1.01815515e-04    1.09552023e-04    7.5817    7.0619    9317    1.30268012e-07
8.80000000e-04    1.02248990e-04    1.02834359e-04    1.10555933e-04    7.5138    6.9843    9576    1.32888182e-07
9.00000000e-04    1.03245486e-04    1.03851712e-04    1.11550808e-04    7.4453    6.9019    9817    1.35530544e-07
9.20000000e-04    1.04242148e-04    1.04854632e-04    1.12536889e-04    7.3707    6.8264    9981    1.38160885e-07
9.40000000e-04    1.05231765e-04    1.05844736e-04    1.13514404e-04    7.2966    6.7566   10164    1.40782408e-07
9.60000000e-04    1.06213610e-04    1.06832126e-04    1.14483572e-04    7.2237    6.6834   10397    1.43421284e-07
9.80000000e-04    1.07191516e-04    1.07822433e-04    1.15444605e-04    7.1490    6.6024   10562    1.46092566e-07
1.00000000e-03    1.08165528e-04    1.08812051e-04    1.16397703e-04    7.0725    6.5170   10780    1.48786614e-07
1.02000000e-03    1.09135856e-04    1.09778810e-04    1.17343060e-04    6.9942    6.4463   10899    1.51442196e-07
1.04000000e-03    1.10100072e-04    1.10753635e-04    1.18280862e-04    6.9164    6.3639   11118    1.54143721e-07
1.06000000e-03    1.11058578e-04    1.11736869e-04    1.19211287e-04    6.8389    6.2699   11373    1.56892745e-07
1.08000000e-03    1.12011121e-04    1.12699042e-04    1.20134505e-04    6.7619    6.1893   11536    1.59606405e-07
1.10000000e-03    1.12959294e-04    1.13653757e-04    1.21050683e-04    6.6843    6.1106   11749    1.62322028e-07
1.12000000e-03    1.13903537e-04    1.14597970e-04    1.21959979e-04    6.6058    6.0364   11884    1.65030309e-07
1.14000000e-03    1.14844274e-04    1.15544241e-04    1.22862545e-04    6.5262    5.9565   12105    1.67766976e-07
1.16000000e-03    1.15783594e-04    1.16508098e-04    1.23758529e-04    6.4439    5.8585   12315    1.70577634e-07
1.18000000e-03    1.16714381e-04    1.17453622e-04    1.24648072e-04    6.3649    5.7718   12573    1.73357523e-07
1.20000000e-03    1.17637656e-04    1.18387922e-04    1.25531312e-04    6.2882    5.6905   12746    1.76126482e-07
1.22000000e-03    1.18562011e-04    1.19313589e-04    1.26408381e-04    6.2072    5.6126   12920    1.78891491e-07
1.24000000e-03    1.19484421e-04    1.20247542e-04    1.27279407e-04    6.1243    5.5247   13057    1.81703077e-07
1.26000000e-03    1.20401561e-04    1.21188315e-04    1.28144512e-04    6.0424    5.4284   13322    1.84557355e-07
1.28000000e-03    1.21310286e-04    1.22112077e-04    1.29003816e-04    5.9638    5.3423   13587    1.87381668e-07
1.30000000e-03    1.22217846e-04    1.23021950e-04    1.29857433e-04    5.8831    5.2638   13716    1.90184480e-07
1.32000000e-03    1.23124405e-04    1.23947500e-04    1.30705476e-04    5.8001    5.1704   13910    1.93056935e-07
1.34000000e-03    1.24025984e-04    1.24859474e-04    1.31548052e-04    5.7181    5.0845   14161    1.95908312e-07
1.36000000e-03    1.24922543e-04    1.25774047e-04    1.32385265e-04    5.6371    4.9939   14405    1.98788812e-07
1.38000000e-03    1.25816712e-04    1.26685392e-04    1.33217217e-04    5.5552    4.9031   14591    2.01680051e-07
1.40000000e-03    1.26704907e-04    1.27576390e-04    1.34044006e-04    5.4751    4.8250   14823    2.04526921e-07
1.42000000e-03    1.27589498e-04    1.28483859e-04    1.34865726e-04    5.3952    4.7320   14994    2.07446927e-07
1.44000000e-03    1.28474551e-04    1.29375928e-04    1.35682469e-04    5.3123    4.6480   15143    2.10337555e-07
1.46000000e-03    1.29355532e-04    1.30265932e-04    1.36494326e-04    5.2301    4.5631   15332    2.13241421e-07
1.48000000e-03    1.30233766e-04    1.31156760e-04    1.37301382e-04    5.1475    4.4753   15620    2.16167911e-07
1.50000000e-03    1.31103510e-04    1.32045535e-04    1.38103722e-04    5.0688    4.3867   15855    2.19107531e-07
1.52000000e-03    1.31968092e-04    1.32926214e-04    1.38901427e-04    4.9916    4.3018   16069    2.22039957e-07
1.54000000e-03    1.32832940e-04    1.33808597e-04    1.39694578e-04    4.9119    4.2135   16182    2.24997606e-07
1.56000000e-03    1.33697591e-04    1.34685950e-04    1.40483250e-04    4.8302    4.1267   16326    2.27957796e-07
1.58000000e-03    1.34561479e-04    1.35561651e-04    1.41267519e-04    4.7471    4.0391   16509    2.30931707e-07
1.60000000e-03    1.35417232e-04    1.36431025e-04    1.42047459e-04    4.6676    3.9539   16881    2.33903193e-07
1.62000000e-03    1.36265833e-04    1.37298335e-04    1.42823139e-04    4.5912    3.8683   17153    2.36886552e-07
1.64000000e-03    1.37113427e-04    1.38166910e-04    1.43594629e-04    4.5135    3.7799   17283    2.39893209e-07
1.66000000e-03    1.37961337e-04    1.39030731e-04    1.44361997e-04    4.4338    3.6930   17520    2.42902217e-07
1.68000000e-03    1.38804944e-04    1.39896928e-04    1.45125306e-04    4.3551    3.6027   17722    2.45938331e-07
1.70000000e-03    1.39645464e-04    1.40755445e-04    1.45884622e-04    4.2768    3.5159   18049    2.48966131e-07
1.72000000e-03    1.40480825e-04    1.41602311e-04    1.46640007e-04    4.2002    3.4354   18219    2.51970991e-07
1.74000000e-03    1.41309092e-04    1.42442848e-04    1.47391520e-04    4.1267    3.3575   18370    2.54971219e-07
1.76000000e-03    1.42134445e-04    1.43292722e-04    1.48139220e-04    4.0535    3.2716   18525    2.58022829e-07
1.78000000e-03    1.42957699e-04    1.44134317e-04    1.48883166e-04    3.9799    3.1896   18832    2.61062595e-07
1.80000000e-03    1.43772926e-04    1.44966775e-04    1.49623413e-04    3.9101    3.1122   19013    2.64086875e-07
1.82000000e-03    1.44580689e-04    1.45800522e-04    1.50360015e-04    3.8437    3.0324   19271    2.67133294e-07
1.84000000e-03    1.45381556e-04    1.46624722e-04    1.51093026e-04    3.7801    2.9573   19445    2.70162002e-07
1.86000000e-03    1.46177595e-04    1.47421357e-04    1.51822499e-04    3.7181    2.8989   19583    2.73105643e-07
1.88000000e-03    1.46963431e-04    1.48225351e-04    1.52548483e-04    3.6612    2.8339   19941    2.76092647e-07
1.90000000e-03    1.47739628e-04    1.49024038e-04    1.53271028e-04    3.6089    2.7709   20143    2.79076018e-07
1.92000000e-03    1.48502536e-04    1.49809177e-04    1.53990184e-04    3.5636    2.7151   20284    2.82024411e-07
1.94000000e-03    1.49246408e-04    1.50578678e-04    1.54705996e-04    3.5290    2.6678   20734    2.84929110e-07
1.96000000e-03    1.49973249e-04    1.51335366e-04    1.55418511e-04    3.5036    2.6272   21006    2.87799960e-07
1.98000000e-03    1.50685650e-04    1.52071846e-04    1.56127775e-04    3.4857    2.5978   21100    2.90607955e-07
2.00000000e-03    1.51387212e-04    1.52793810e-04    1.56833831e-04    3.4729    2.5760   21165    2.93373839e-07
2.02000000e-03    1.52073924e-04    1.53516391e-04    1.57536723e-04    3.4676    2.5520   21462    2.96155202e-07
2.04000000e-03    1.52743671e-04    1.54223988e-04    1.58236493e-04    3.4713    2.5358   21796    2.98891607e-07
2.06000000e-03    1.53394953e-04    1.54914173e-04    1.58933182e-04    3.4846    2.5287   22002    3.01572802e-07
2.08000000e-03    1.54031058e-04    1.55589736e-04    1.59626829e-04    3.5055    2.5291   22107    3.04208783e-07
2.10000000e-03    1.54656883e-04    1.56249489e-04    1.60317476e-04    3.5309    2.5375   22099    3.06794150e-07
2.12000000e-03    1.55271676e-04    1.56898726e-04    1.61005161e-04    3.5611    2.5505   22163    3.09348986e-07
2.14000000e-03    1.55876821e-04    1.57535936e-04    1.61689920e-04    3.5952    2.5691   22272    3.11866798e-07
2.16000000e-03    1.56467000e-04    1.58159334e-04    1.62371792e-04    3.6366    2.5943   22567    3.14339906e-07
2.18000000e-03    1.57043322e-04    1.58765455e-04    1.63050812e-04    3.6844    2.6282   22984    3.16753840e-07
2.20000000e-03    1.57604592e-04    1.59368870e-04    1.63727016e-04    3.7394    2.6618   23287    3.19166168e-07
2.22000000e-03    1.58154517e-04    1.59970892e-04    1.64400439e-04    3.7992    2.6944   23510    3.21582048e-07
2.24000000e-03    1.58696877e-04    1.60559532e-04    1.65071114e-04    3.8615    2.7331   23818    3.23953034e-07
2.26000000e-03    1.59227734e-04    1.61133930e-04    1.65739076e-04    3.9287    2.7786   24145    3.26275049e-07
2.28000000e-03    1.59747926e-04    1.61699652e-04    1.66404356e-04    4.0002    2.8273   24517    3.28570096e-07
2.30000000e-03    1.60255760e-04    1.62262084e-04    1.67066987e-04    4.0769    2.8760   24950    3.30859770e-07
2.32000000e-03    1.60752857e-04    1.62824335e-04    1.67727001e-04    4.1580    2.9230   25288    3.33156654e-07
2.34000000e-03    1.61243879e-04    1.63362030e-04    1.68384427e-04    4.2406    2.9827   25573    3.35360652e-07
2.36000000e-03    1.61732372e-04    1.63856016e-04    1.69039297e-04    4.3226    3.0663   25848    3.37391895e-07
2.38000000e-03    1.62222682e-04    1.64265886e-04    1.69691639e-04    4.4015    3.1974   26110    3.39081913e-07
2.40000000e-03    1.62753698e-04    1.64322110e-04    1.70341483e-04    4.4545    3.5337   26200    3.39314069e-07
